kl:0.02255,lr_multiplier:0.296,loss:3.082416296005249,entropy:2.63826322555542,explained_var_old:0.453,explained_var_new:0.543
kl:0.01834,lr_multiplier:0.296,loss:3.153904676437378,entropy:2.6918745040893555,explained_var_old:0.442,explained_var_new:0.533
kl:0.01972,lr_multiplier:0.296,loss:3.202454090118408,entropy:2.7303905487060547,explained_var_old:0.462,explained_var_new:0.519
kl:0.01963,lr_multiplier:0.296,loss:3.1859607696533203,entropy:2.722597360610962,explained_var_old:0.454,explained_var_new:0.518
kl:0.03238,lr_multiplier:0.296,loss:3.20989727973938,entropy:2.7611639499664307,explained_var_old:0.474,explained_var_new:0.561
kl:0.02291,lr_multiplier:0.296,loss:3.1739301681518555,entropy:2.753736972808838,explained_var_old:0.498,explained_var_new:0.575
kl:0.02708,lr_multiplier:0.296,loss:3.0755720138549805,entropy:2.6582207679748535,explained_var_old:0.470,explained_var_new:0.564
kl:0.02255,lr_multiplier:0.296,loss:3.1730806827545166,entropy:2.73232102394104,explained_var_old:0.477,explained_var_new:0.550
kl:0.01812,lr_multiplier:0.296,loss:3.1630043983459473,entropy:2.715620994567871,explained_var_old:0.484,explained_var_new:0.584
kl:0.02104,lr_multiplier:0.296,loss:3.0706374645233154,entropy:2.6655826568603516,explained_var_old:0.513,explained_var_new:0.580
kl:0.01934,lr_multiplier:0.296,loss:3.070786714553833,entropy:2.6350393295288086,explained_var_old:0.471,explained_var_new:0.557
kl:0.03110,lr_multiplier:0.296,loss:2.96901535987854,entropy:2.5665454864501953,explained_var_old:0.451,explained_var_new:0.571
kl:0.02744,lr_multiplier:0.296,loss:3.0946810245513916,entropy:2.6746439933776855,explained_var_old:0.557,explained_var_new:0.613
kl:0.01830,lr_multiplier:0.296,loss:3.0479164123535156,entropy:2.6389033794403076,explained_var_old:0.501,explained_var_new:0.588
kl:0.02474,lr_multiplier:0.296,loss:3.060741424560547,entropy:2.6577117443084717,explained_var_old:0.557,explained_var_new:0.625
kl:0.01525,lr_multiplier:0.296,loss:3.0961461067199707,entropy:2.7119953632354736,explained_var_old:0.526,explained_var_new:0.610
kl:0.02338,lr_multiplier:0.296,loss:3.0198423862457275,entropy:2.6814639568328857,explained_var_old:0.593,explained_var_new:0.667
kl:0.01947,lr_multiplier:0.296,loss:3.0139641761779785,entropy:2.6446337699890137,explained_var_old:0.584,explained_var_new:0.661
kl:0.02052,lr_multiplier:0.296,loss:3.0581445693969727,entropy:2.706188201904297,explained_var_old:0.555,explained_var_new:0.634
kl:0.01807,lr_multiplier:0.296,loss:2.9213814735412598,entropy:2.6394309997558594,explained_var_old:0.587,explained_var_new:0.671
kl:0.02135,lr_multiplier:0.296,loss:2.9659578800201416,entropy:2.5667073726654053,explained_var_old:0.562,explained_var_new:0.635
kl:0.01225,lr_multiplier:0.296,loss:3.0138332843780518,entropy:2.609224557876587,explained_var_old:0.502,explained_var_new:0.589
kl:0.02208,lr_multiplier:0.296,loss:2.9774277210235596,entropy:2.628389596939087,explained_var_old:0.583,explained_var_new:0.642
kl:0.01994,lr_multiplier:0.296,loss:2.9976353645324707,entropy:2.645068645477295,explained_var_old:0.555,explained_var_new:0.641
kl:0.01748,lr_multiplier:0.296,loss:2.883134365081787,entropy:2.5528974533081055,explained_var_old:0.611,explained_var_new:0.673
kl:0.01645,lr_multiplier:0.296,loss:2.9690284729003906,entropy:2.547853708267212,explained_var_old:0.568,explained_var_new:0.629
kl:0.02381,lr_multiplier:0.296,loss:2.8388876914978027,entropy:2.5659923553466797,explained_var_old:0.586,explained_var_new:0.676
kl:0.02363,lr_multiplier:0.296,loss:2.9059627056121826,entropy:2.5597987174987793,explained_var_old:0.580,explained_var_new:0.647
kl:0.02145,lr_multiplier:0.296,loss:2.91094970703125,entropy:2.5688724517822266,explained_var_old:0.607,explained_var_new:0.688
kl:0.02233,lr_multiplier:0.296,loss:2.8359994888305664,entropy:2.5370945930480957,explained_var_old:0.598,explained_var_new:0.685
kl:0.02104,lr_multiplier:0.296,loss:2.8427460193634033,entropy:2.5271501541137695,explained_var_old:0.630,explained_var_new:0.688
kl:0.01963,lr_multiplier:0.296,loss:2.905874490737915,entropy:2.560957431793213,explained_var_old:0.592,explained_var_new:0.653
kl:0.01989,lr_multiplier:0.296,loss:2.7769107818603516,entropy:2.475648880004883,explained_var_old:0.628,explained_var_new:0.694
kl:0.01965,lr_multiplier:0.296,loss:2.8601796627044678,entropy:2.476943016052246,explained_var_old:0.566,explained_var_new:0.625
kl:0.02492,lr_multiplier:0.296,loss:2.763666868209839,entropy:2.4768738746643066,explained_var_old:0.647,explained_var_new:0.716
kl:0.02671,lr_multiplier:0.296,loss:2.801280975341797,entropy:2.553361415863037,explained_var_old:0.681,explained_var_new:0.737
